Company Name;Category;Address;City;Country;email;phone;fax;web;phone24;Ports;Company profile
SEDJRO MARINE SERVICES;Ship Supply;degakon;cotonou;Benin;operations@sedjromarineservices.com;"""+229 97 39 87 96""";"""+229 97 92 93 01""";http://www.sedjromarineservices.com/;"""+22997929301""";No data;"This is Sedjro marine Services RCCM:RB/PNO/19B2444 , Ship Chartering / Marine Logistics, and Marine Security Services. We have offices in Benin, Lome and Ghana.
We supply all provision, bunker supply, protective Agency, lub Oil, Environmental Safety, Health Safety and Environment (HSE), Ship Chartering and Marine Logistics, General Ship Maintenance, Marine Security Officers, Marine Consultancy, Oxygen / Acetylene Gas, fresh Water etc.
also provides maritime agency services . The Company coordinates in consultation with port authorities berthing the ships to perform diving services and covers additional needs of a vessel and its crew
We are always competent to our customer and we promise to do all we can and render all our services to you."
Thealdy Jaya Ship Supply & Ship Chandler;Ship Supply;Agung Permai 12;jakarta;Indonesia;thealdy_jaya@yahoo.com;"""+6282211338316""";"""+62214357654""";No data;"""No data""";"Cigading, 
Padang, 
Panjang, 
Merak Port, 
Ciwandan, 
Jakarta (Tanjung Priok), 
Semarang, 
Surabaya, 
Benoa (Bali), 
Samarinda, 
Balikpapan, 
Port of Makassar, 
Tarakan";We are a company engaged in of ships supply & ship chandler especially in the field of provision, bonded store, engine store, deck store, refilling gasses, safety equipment,Razor, BA Chart(Publication), life raft service,chemical, lime powder. etc.
Sea-Watch e.V.;None;Immanuelkirchstr 3 â€“ 4;Berlin;Germany;info@sea-watch.org;"""No data""";"""No data""";http://sea-watch.org/;"""No data""";No data;Sea-Watch engages in search and rescue activities in the Med through volunteers crews, in collaboration with the relevant humanitarian and institutional actors at Sea.
Tobago dive services;Diving and Underwater Services;Winward road Charlottesville;Scarborough;Trinidad and Tobago;Kj4rwz@gmail.com;"""+18684687245""";"""No data""";No data;"""18684687245""";No data;Search and recovery, underwater surveying and photography, hull cleaning, Prop fitting.
Viet Nam Marine Service Group (VNMS GROUP);Ship Supply;278 Ton Duc Thang;Ha Noi;Vietnam;vietnammarineservice@gmail.com;"""+84 98 393 80 86""";"""No data""";http://vnms.webs.com/;"""+84983938086""";"Phu My, 
Ho Chi Minh, 
Qui Nhon, 
Da Nang, 
Hai Phong, 
Cam Pha, 
Cai Lan";"We are We are VNMS-Workshop support technical, repair, spare part,etcâ€¦ directly onboard for your vessel at Here.

VIET NAM MARINE SERVICE- VNMS GROUP- VIET NAM.

Mob: +84 983938086 E-Mail: vietnammarineservice@gmail.com / vnms@mail.com
Web: http://vnms.webs.com/"
CV Jaques Marine Supply;Ship Supply;Jl.Simpang Darmo Permai Utara 1 no.4, Jl.Simpang Darmo Permai Utara 1 no.4;Surabaya;Indonesia;jms_gerry@indo.net.id;"""+6287776043875""";"""No data""";http://jaquesmarinesupplycv.simplesite.com/;"""+6282335556186""";No data;PROVISION, DECK, CABIN, GALLEY, BONDED, ENGINE STORES & SPARES, CHART & PUBLICATION, STATIONARY, REWINDING OF DYNAMO, REPAIRS, CLEANING, FOR BULK & TANKER, REMOVAL/DISPOSAL OF SLUDGE OIL, VENDOR WORK FOR MATERIAL PROCUREMENT DRILLING/RIG/OFF-SHORE SHIP SUPPLIES.CRUISE SERV, SERV/SUPPLY SAFETY EQUIPMENT'S,PYROTECHNICS,MEDICAL/MEDICAL EXPIRATION & CERTIFICATION, ENGINE REPAIR, LIFE RAFT, FIRE EXTINGUISHER, EEBD, SCBA, CO2 SYSTEM, LIFE BOAT, ANNUAL INSPECTION, CALIBRATION, FABRICATION, WELDING etc
CV Jaques Marine Supply;Ship Supply;Jl.Simpang Darmo Permai Utara 1 no.4, Jl.Simpang Darmo Permai Utara 1 no.4;Surabaya;Indonesia;jms_gerry@indo.net.id;"""+62 877-7604-3875""";"""No data""";http://jaquesmarinesupplycv.simplesite.com/;"""+6282335556186""";"Batu Ampar, 
Batam, 
Padang, 
Palembang, 
Palopo, 
Tobelo, 
Bandar Lampung, 
Perawang, Sumatra, 
Lembar, 
Ketapang, 
Gilimanuk, 
Pulau Pinang, 
Teluk Anson, 
Tanjungpinang, 
Kijang, 
Pulau Sambu, 
Panjang, 
Telukbayur, 
Lhoknga, 
Lhokseumawe (Old Port), 
Pangkalansusu, 
Belawan, 
Dumai, 
Merak Port, 
Ciwandan, 
Jakarta (Tanjung Priok), 
Cirebon, 
Pekalongan, 
Semarang, 
Tuban, 
Gresik, 
Surabaya, 
Probolinggo, 
Cilacap, 
Ende, 
Kupang, 
Muara Port, 
Benua Baru Ilir, 
Bontang, 
Samarinda, 
Balikpapan, 
North Pulau Laut Coal Terminal, 
Tarjun, 
Banjarmasin, 
Sampit, 
Kumai, 
Pontianak, 
Manado, 
Bitung, 
Gorontalo, 
Poso, 
Luwuk, 
Kendari, 
Port of Makassar, 
Ternate, 
Ambon, 
Manokwari, 
Sorong, 
Fakfak, 
Amamapare, 
Jayapura, 
Wakayama, 
Tarakan, 
Tolitoli, 
Palu";PROVISION, DECK, CABIN, GALLEY, BONDED, ENGINE STORES & SPARES, CHART & PUBLICATION, STATIONARY, REWINDING OF DYNAMO, REPAIRS, CLEANING, FOR BULK & TANKER, REMOVAL/DISPOSAL OF SLUDGE OIL, VENDOR WORK FOR MATERIAL PROCUREMENT DRILLING/RIG/OFF-SHORE SHIP SUPPLIES.CRUISE SERV, SERV/SUPPLY SAFETY EQUIPMENT'S,PYROTECHNICS,MEDICAL/MEDICAL EXPIRATION & CERTIFICATION, ENGINE REPAIR, LIFE RAFT, FIRE EXTINGUISHER, EEBD, SCBA, CO2 SYSTEM, LIFE BOAT, ANNUAL INSPECTION, CALIBRATION, FABRICATION, WELDING etc.
Carimpex SA;Logistics and Transport;19, Delmas 1A;Port Au Prince;Haiti;No data;"""+50934019589""";"""No data""";https://www.carimpex.ht/;"""No data""";"Port Au Prince, 
Panama City (Balboa), 
Le Havre, 
Hong Kong, 
Shanghai";No data
Ocean Gate Logistics Pvt Ltd;Logistics and Transport;M.Veli, 2nd floor, Handhuvaree Higun;Male;Maldives;waheed@ologline.com;"""+960 777-4460""";"""+960 330-5958""";https://www.ologline.com/;"""+9607774460""";No data;"Ship handling
Bunker Supply
Logistics Service
Freight Service
Domestic Transport
Custom Clearance
Provision Supply"
Elite Safety & Marine Supplies L.L.C;Marine Equipment;Inside Fujairah Port;Fujairah;United Arab Emirates;sales@esmarsupplies.com;"""+971501514886""";"""+97125544315""";http://www.esmarsupplies.com/;"""No data""";Al Fujayrah;"We are able to cater the needs / requirements of vessels calling at Fujairah Anchorage and offer high
quality but cost effective services and supplies for marine safety equipment and systems.
Class approved from ABS, DNV-GL, BV, Lloydâ€™s, IRS &amp; Tasneef.
We are an ADNOC Approved Liferaft Service Station and we are approved by FEDERAL TRANSPORT
AUTHORITY (FTA) also.
To know more, you can always log on to www.esmarsupplies.com
Â·     Onboard and Offshore Services

Life raft | Rescue Boat | Life Boat
EEBD | SCBA | Medical Oxygen Resuscitator | Inflatable Life Jackets | Breathing Air Cascade
System | Air Quality Tests | Immersion Suits
Fixed CO2 System| Sprinkler |Water Mist | Halon | FM -200 | Wet chemical System | Foam
system | Heli Deck Foam system | Fire Detection System |Fixed Dry Powder System| Low Pressure
CO2 system
Portable Fire Extinguishers | Non Portable Fire Extinguishers | Foam Analysis Test | Portable Foam
Applicators | Fireman Outfits
Fixed Gas Detection System | Portable Multi Gas Detectors | Portable Single Gas Detectors | Alcohol
Breath Analyzer | 15 ppm Oily Water Separator
Hydrostatic Testing of High pressure and Low pressure Cylinders
 
Â·     Port Accesses in UAE

Dubai | Abu Dhabi | Sharjah | Fujairah | Khorfakkan | Ras Al Khaimah

Contact Details:
Mr. Derek Fernandez (Manager, Sales &amp; Services)
Mr. Praveen Prakash (Manager, Admin &amp; Procurement)
Plot#18, Inside Fujairah Port, Fujairah, UAE
Mob : +971 526398418, Mob : +971 501514886  | Land line: +97125544315
E-mail: sales@esmarsupplies.com / d.fernandez@esmarsupplies.com  
Web: www.esmarsupplies.com"
Ilg logistics colombia;Ship Agent, Port Agent;Calle 2 Sur # 4-128 Casa #4 Chia, Colombia;Bogota;Colombia;carlosm.iglesias@ilglogistics.com;"""+57 315 3052457""";"""No data""";http://www.ilglogistics.com/;"""No data""";No data;No data
BASM SHIP MANAGEMENT;Ship Operator/Management;Umar bin Khattab Road;Dubai;United Arab Emirates;basmship@gmail.com;"""+97143360486""";"""+97143360486""";No data;"""No data""";No data;"We Provide
Shipping Agency
Ship Supply
Ship Store Supply
Ship Spare parts Supply
Ship Crew Manning"
BRASIL SHIP SUPPLY LTD;Ship Supply;av.Fernando Ferrari;Vitoria;Brazil;braship.vix@terra.com.br;"""+55 027 3317 7339""";"""No data""";No data;"""No data""";No data;No data
HERGULLU International Trading Co. Ltd.;Marine Equipment;Harbiye Mah. Cumhuriyet Cad. No:40/5 KAHAN, 34367 Istanbul/TURKEY;Istanbul;Turkey;alp@hergullu.com;"""+90 212 705 3640""";"""No data""";https://hergullu.business.site/;"""+905556121362""";No data;No data
Spark Maritime;Other;Street 9;Katameya;Egypt;moemarine911@gmail.com;"""+201017070554""";"""No data""";No data;"""00201017070554""";No data;Ship Management, Catering services, LSA, Deck and Engine supplies, Navigation services and certifications, Diving services, Ship Repair Management, Ship brokers, Crew management.
ems spares;Marine Equipment;block:g no:1 central legenda point;batam;Indonesia;spares@ems-spares.com;"""081264111128""";"""No data""";http://www.ems-spares.com/;"""081264111128""";No data;YANMAR /DAIHATSU/WARTSILA /MAN B&W/TURBO SPARES/NIGATA
Universe Shipping and Trade Links;Ship Supply;Mumbai;Mumbai;India;ustl.sales@gmail.com;"""+91 98210 18577""";"""+91 22 2556 1928""";http://www.spares-ships.com/;"""9821018577""";No data;"We deal in Marine Equipment's, diesel engine spare parts, air compressor parts, turbocharger, pumps, refrigeration compressors,purifiers,
deck equipment's, provision stores,plate heat exchangers,fresh water generators,calibration equipment,anchors, anchor chains,grabs,navigation equipment,actuators,generators,hydraulic motors,hydraulic pumps,electrical equipment,oil mist detectors,anodes,Governors,Gaskets,rpm motor,piston rings,crankshaft,cylinder liner,cylinder head,fuel pump,connecting rod,fuel pump,piston rings,cylinder cover,piston skirts,inlet valve,exhaust valves,valve seat,valve guide,nozzle injector guide,fuel injector nozzle,fuel pump,valves,globe valves,butterfly,gate valves,filters..
Available Piston Rings for AKASAKA, ALCO, ABC, ALLEN, B&W, BERGEN, BLACK STONE, BRITISH POLAR, CATTERPILLER, CREPELLE,CROSSLEY, CUMMINS, DAIHATSU, DETROIT, DEUTZ, DORMAN, DOXFORD, EMD, GOTAVAVERKEN, HANSHIN, HITACHI, KAWASAKI, KIRLOSKAR, KOBE, LEYLAND, LISTER, MAK,MAKITA, MAN, MIRRLESS, MITSUBISHI, MTM, MTU, MWM, NIGATA, NOHAB-POLAR, PERKINS, PETTER, PIELSTICK, POLAR, PEXMAN, RUSTON, SCANIA, SEMT PIELSTICK, SKL, SKODA, SMITBOLNES, STAL, STORK, SULZER, VOLVOPENTA, VULKAN, WARTSILA,
DEUTZ,MAK,BERGEN,ALLEN, DAIHATSU,HAMWORTHY, HATLAPA, SPERRE, TANABE, JP SAUER & SOHN, SABROE, CARLYLE,CARRIER,DAIKIN, ATLAS COPCO, INGERSOLL RAND, ELGI, VILTER,YORK,KG KHOSLA,SMC,MYCOM,COPELAND.."
CEMAO;Bunker;Grand mbao;Pikine;Senegal;konemaritime@gmail.com;"""+221776434708""";"""+221776434708""";No data;"""No data""";No data;"Marine cargo surveyor
Bunker survey-draft survey-condition survey-Monitoring unloading &loading"
Salman & Brothers;Crewing Service;Office # 11 Ground Floor Nagina Center Keamari;Karachi;Pakistan;supply.sbrothers@gmail.com;"""+923453186474""";"""No data""";https://www.salmanbothers.com/;"""No data""";"Karachi, 
Muhamad Bin Qasim";"SALMAN & BROTHERS is a leading Ship Chandler Company based in Karachi, Pakistan (having Government Customs License ) is providing Ship Chandlers / Suppliers Services to Most of the Foreign Flagged Vessels, Dredgers, Tankers, Tugs Boats, etc. Who Calls At Karachi and Muhammad Bin Qasim Port of Pakistan?

Due to its Professional Communications with Ship Owners, On Time Delivery, Client's Satisfaction, Highly Quality Products, Best - Economical - Competitive - Reasonable Prices Structures and Payments Terms, the Company is gaining the Trust of the Ship Owners and gaining Market Share in Pakistan's Shipping Industry.

Sea Ports We Serve:

Our Company has the capability to Deliver requested Products / Services at Following Ports of Pakistan.

. PORT KARACHI (ALONGSIDE BERTH, ROADS, OPL)
. PORT BIN QASIM (ALONGSIDE BERTH, ROADS, OPL)

Range of Services:

SALMAN & BROTHERS is providing the following range of services at above mentioned ports of Pakistan.

. Provision (Dry / Fresh)
. Engine, Deck, Nautical, Electrical Stores Items
. Charts and Publications
. Sludge & Garbage Removal
. Engine Spares & Safety Equipments
. Hatch Cleaning
. Navigational Equipment
. Paints & Chemicals
. Marine Lubricants & Greases.
. Hoisting Wire Ropes
. Oxygen & Acetylene Cylinders Refilling
. Life Rafts Services (With Inspection & Certification)
. Electric Motor Rewinding Works
. Under Water Works
. Fresh Water Supply
. Ship Agency & Crew Supply Services and Many More"
GRAND POSSIBILITY TRADING LIMITED;Ship Supply;B132;ACCRA;Ghana;grandpossibility@gmail.com;"""0242585985""";"""No data""";No data;"""0242585985""";No data;Founded in 2015, GRAND POSSIBILITY TRADING COMPANY LIMITED is a wholesale distributor of assorted range of Products and exporter of commodities from Ghana. We offer a wide range of Ship chandlling services for commercial marine vessels, offshore catering supply service, exporter of fresh farm produce and has been quite successful notably in Hospitality industry. We offer high quality product and service standards on which we have built our reputation, these standards come along with competitive pricing. Our clients are assured of availability of quality products in large quantities at very affordable prices. With our strategic partners we have built an admirable reputation in this supply business. We are able to supply customers with a wider range of goods and can compete successfully by carrying specialty products or providing add-on services
Europatagonica SA;Marine Services Surveying;Avda.Juan B Justo 50, floor 1;Mar del PLata;Argentina;marcelo@peltamax.com.uy;"""+54 223 461 9000""";"""No data""";http://www.europatagonica.com/;"""No data""";No data;No data
Dalwin Marine Equipment Repairing LLC;Ship Repair;Al Qusais Industrial Area 2;Dubai, UAE;United Arab Emirates;mktg5@dalwin.com;"""+91 8291104542""";"""+971-4-8879373""";http://www.dalwin.com/;"""No data""";No data;"We ""Dalwin Marine"" are in Turbocharger Repairs / Service / Maintenance / Spares Supply of all large makes and types such as MET / KBB / MAN / ABB / IHI / HOLSET / NAPIER / CAT / PBS Turbo and expertise from the past 16 years, officially associated with KBB - Germany, Mitsubishi (MET)- Japan, STX- Korea, Napier - UK,Dantec Dynamics- Denmark, Jaquet- Switzerland, and Gali- Spain.

We have our global network of full-fledged, well-equipped turbocharger workshops located at :

Dubai, UAE
Singapore
Mumbai, India
Visakhapatnam, India
Chittagong, Bangladesh
Dhaka, Bangladesh
Panama
Birkenhead, UK
Regarding our turbocharger solutions to your fleet, we can carry out the following turbocharger service and repair jobs:
a) Complete overhauling of turbochargers
b) Dynamic balancing of rotor shafts
c) Turbine blades repairs
d) Turbine shaft metalizing repairs
e) Crack detection tests and other tests on the parts
f) Supply of spares of turbochargers
g) Retrofits and performance improvement projects

Kindly note we can do repair of the turbine shafts (bearing journal areas and piston groove areas) by laser cladding methods."
